s1_entity_id	missed_entity_id	source	s1_business_name	s1_business_address	s1_country	target_business_name	target_business_address	target_country
S1-631761609	S2-890113107	Source 2	Alpha Marketing Private Limited	Plot.I N Kh.No.78 Min, 1St/F, Kapashera Near Deepan Hospital, New Delhi, South West Delhi, Delhi	India	अल्फा मार्केटिंग प्राइवेट लिमिटेड	PLO.I N KH.NO.5-78 MIN, NEW DELHI, SOUTH WEST DELHI, Delhi	India
S1-263740039	S3-917801371	Source 3	One Ss Agro LLP	D-16, Sushant Lok-2, Near Sushant Tower, Gurgaon, Haryana	India	वन एसएस एग्रो एलएलपी	Gurgaon, D-16, Sushant Lok-2, Near Sushant Tower, हरियाणा	India
S1-810248831	S3-71331662	Source 3	Cat Vision Private Limited	Park View, 30/19 Attapara Lane 3Rd Floor, Flat No-8, Kolkata, Howrah, West Bengal	India	Cat Private Visi0n Limited	30/19 Attapara Lane 3Rd Floor, Flat No-8, Park View, Howrah, পশ্চিমবঙ্গ, Kolkata	India
S1-716988964	S3-600336989	Source 3	3160 Fifth Blvd Partners	119 Railroad Avenue, DE, Harrington	US	#3160fifth	Delaware, Harrington, 119 Railroad Avenue	US
S1-946885324	S2-301515756	Source 2	Travel & Co	Flat 207, Rudra Santushti, Maqbool Alam Road, Chauka, Varanasi, Uttar Pradesh	India	Shri Triel & Co	FLAT 8-207, VARANASI, Uttar Pradesh	India
S1-946885324	S2-308803171	Source 2	Travel & Co	Flat 207, Rudra Santushti, Maqbool Alam Road, Chauka, Varanasi, Uttar Pradesh	India	ECTOZETA	FLAT 8-207, VARANASI, उत्तर प्रदेश	India
S1-665879349	S2-745485358	Source 2	The Dent Diner	6510 Cortez Street, Glendale, AZ	US	THE  DENT DINRN	GLENDALE, 6510 CORTEZ STREET, AZ	US
S1-108799197	S2-210975279	Source 2	Solutions Longlife Technologiesprivate Private Limited	No.1, 5Th Main Road, Kasturiba Nagar, Adyar, Chennai-20., Adyar, Chennai-20., Chennai, Tamil Nadu	India	Solutions Longlife Private Limited Services	தமிழ்நாடு, NO.#1 , 5TH MAIN ROAD, KASTURIBA NAGAR, ADYAR, CHENNAI-20., ADYAR, CHENNAI-20.	India
S1-266346840	S2-808107052	Source 2	Experia Creation Pvt Ltd	Karnataka, Plot No. 59, Sy No. 16 And 95, Kiadb Industrial Area, 2Nd Phase, Malur, Malur, Kolar	India	Experia Pvt Ltd (Center)	NO 59 , SY NO. 16 AND 95, KIADB INDUSTRIAL AREA, 2ND PHASE, MALUR, MALUR, ಕರ್ನಾಟಕ	India
S1-635434077	S3-110582138	Source 3	Meta Builders Private Limited	West Bengal, C/O. Great Eagreat Eastern Trading Co 20, Old Court House Street, Howrah, Kolkata	India	Meta Bui1ders Private	C/o. Great Eagreat Eastern Trading Co 20, Kolkata, Howrah, পশ্চিমবঙ্গ	India
S1-115674524	S2-396810360	Source 2	Indian Enterprises LLP	Ground Floor, Mumbai, Mumbai City, Winchester Building, Off High Street Hiranandani Business Park, Powai, Maharashtra	India	Indian (Énterprises)	GROUND FLOOR, WINCHESTER BUILDING, OFF HIGH STREET HIRANANDANI BUSINESS PARK, POWAI, MUMBAI, महाराष्ट्र	India
S1-115674524	S3-438195934	Source 3	Indian Enterprises LLP	Ground Floor, Mumbai, Mumbai City, Winchester Building, Off High Street Hiranandani Business Park, Powai, Maharashtra	India	इंडियन एंटरप्राइजेज एलएलपी	Ground Floor, Winchester Building, Off High Street Hiranandani Business Park, Powai, Mumbai, null, MH	India
S1-889698574	S3-404786118	Source 3	O 4 E Coinshares LLC	Lakeland, 10010 Woodland Grove Drive, TN	US	O 4 E Coinsfhaers LLC	10010 Woodland Grove Drive, Lakeland, Tennessee	US
S1-202630717	S3-793706026	Source 3	True Electronics Pvt Ltd	Mazda Villa, 2Nd Floor, Krishna Sanghi Path, Gamdevi, Mumbai, Mumbai City, Maharashtra	India	True Pvt Ltd Center	महाराष्ट्र, Mumbai, Mazda Villa, Barnala, 2Nd Floor, Krishna Sanghi Path, Gamdevi	India
S1-697052512	S3-105206286	Source 3	Convex Ventures Private Limited	C-601, Anand Sapphire, Opp. Vishvas City-7, Nr. Vishvas City-6, Gota, Ahmadabad City, Ahmedabad, Gujarat	India	convexventures.com	C-601, Ahmadabad City, Ahmedabad, ગુજરાત	India
S1-697052512	S3-486135417	Source 3	Convex Ventures Private Limited	C-601, Anand Sapphire, Opp. Vishvas City-7, Nr. Vishvas City-6, Gota, Ahmadabad City, Ahmedabad, Gujarat	India	Convex Vetnurns Private Limited	C-601, Ahmadabad City, Ahmedabad, GJ	India
S1-216460485	S3-772219167	Source 3	JH Knit Private Limited	Delhi, Bank Enclave, Delhi, 3	India	Pciviate JH Knit Limited	3, Bank Enclave, Delhi, DL	India
S1-184105088	S3-25657097	Source 3	Corley Computing	8277 1800th Avenue, Jewett, IL	US	corleycomputing.com	8438 1/2 1800st Ave, Jewett, Illinois	US
S1-706510565	S3-290090802	Source 3	Sankalpa Ventures Private Limited	C/O Roy, Christy Bhavan, Saint Thomas Vayanasala, Chirayinkeezhu, Thiruvananthapuram, Trivandrum, Kerala	India	Dovariza	C/o Roy, Thiruvananthapuram, Trivandrum, കേരളം	India
S1-941937998	S2-717195461	Source 2	Dynamic Business Private Limited	Delhi, East Delhi, 1St/ Flr, Bhagwati Business Centre School Blk. Shakarpur, 122	India	डायनामिक बिजनेस प्राइवेट लिमिटेड	122, 1ST/ FLR, BHAGWATI BUSINESS CENTRE SCHOOL BLK. SHAKARPUR, DELHI, EAST DELHI, Delhi	India
S1-941937998	S3-980857952	Source 3	Dynamic Business Private Limited	Delhi, East Delhi, 1St/ Flr, Bhagwati Business Centre School Blk. Shakarpur, 122	India	डायनामिक बिजनेस प्राइवेट लिमिटेड	122, 1St/ Flr, Bhagwati Business Centre School Blk. Shakarpur, Delhi, East Delhi, DL	India
S1-941937998	S2-338928155	Source 2	Dynamic Business Private Limited	Delhi, East Delhi, 1St/ Flr, Bhagwati Business Centre School Blk. Shakarpur, 122	India	डायनामिक बिजनेस प्राइवेट लिमिटेड	1ST/ FLR, BHAGWATI BUSINESS CENTRE SCHOOL BLK. SHAKARPUR, EAST DELHI, Delhi, 122, DELHI	India
S1-941937998	S2-710058941	Source 2	Dynamic Business Private Limited	Delhi, East Delhi, 1St/ Flr, Bhagwati Business Centre School Blk. Shakarpur, 122	India	Dr dynamicbusiness.com	122, 1ST/ FLR, BHAGWATI BUSNIESS CENTRE SCHOOL BLK. SHAKARPUR, DELHI, Delhi	India
S1-941937998	S2-517487515	Source 2	Dynamic Business Private Limited	Delhi, East Delhi, 1St/ Flr, Bhagwati Business Centre School Blk. Shakarpur, 122	India	डायनामिक Business Private Limited	122, 1ST/ FLR, BHAGWATI BUSINESS CENTRE SCHOOL BLK. SHAKARPUR, DELHI, EAST DELHI, Delhi	India
S1-367418995	S3-190289866	Source 3	Lnp Infracon Ltd	Flat No. 501, Maruti Residency Street No.15, Himayatnagar, Hyderabad, Telangana	India	Lnp Infrac0n	H.no B3/501, Hyderabad, Andhra Pradesh	India
S1-858430922	S3-309704084	Source 3	White Pipeline of Park Ridge Group	IL, Park Ridge, 110 Home Avenue	US	whitepipelinepark.com	110 Home Ave, Park Ridge, Illinois	US
S1-510885178	S3-592556611	Source 3	Good Hospitality	261/A-11, Satara, Maharashtra, Koregaon, Satara	India	Good Hositality	261/A-11, Koregaon, Satara, MH	India
S1-510885178	S3-359111096	Source 3	Good Hospitality	261/A-11, Satara, Maharashtra, Koregaon, Satara	India	गुड हॉस्पिटैलिटी	261/A-11, Koregaon, Satara, MH	India
S1-510885178	S2-389357493	Source 2	Good Hospitality	261/A-11, Satara, Maharashtra, Koregaon, Satara	India	गुड हॉस्पिटैलिटी	261/A-11, KOREGAON, SATARA, महाराष्ट्र	India
S1-22530245	S3-645164323	Source 3	EQ Tech Center	Tower 16, Plot No-Gh-01, Paras Tierea Sector 137, Uttar Pradesh, Noida, Gautam Buddha Nagar, 2005	India	eqtechcenter.com	2005, Noida, Gautam Buddha Nagar, UP	India
S1-444098192	S2-30575255	Source 2	Optimal Wholesale Corporation	Johnsburg, IL, 2513 Sweetwater Lane	US	Optimal Whmlerale Corporation	2513  SWEETWATER LN, JOHNSBURG, IL	US
S1-48806549	S3-942771404	Source 3	Davaum Capital LLC	Rootstown, OH, 4521 Hattrick Road	US	Davaum Capita1	4523 Hattrick Road, Rootstown Twp, Ohio	US
S1-48806549	S2-657158866	Source 2	Davaum Capital LLC	Rootstown, OH, 4521 Hattrick Road	US	Davaum Caaphal LLC	4521 1/2 HATTRICK RD, ROOTSOTWN, OH	US
S1-48806549	S2-64186888	Source 2	Davaum Capital LLC	Rootstown, OH, 4521 Hattrick Road	US	Davaum Cápital LLC	4521 1/2 HATTRICK ROAD, ROOTSTOWN, OH	US
S1-625184406	S2-250562706	Source 2	Body Marketing Private Limited	Flat No 2, Basundhara App, Gr-02, Jagacha Gip Colony, Bally Jagachha, Howrah, West Bengal	India	bmprivate.com | www.bmprivate.com	8, HOWRAH, পশ্চিমবঙ্গ	India
S1-707471734	S3-259531581	Source 3	Eastern It Private Limited	32, Aziz Mulk I Street, Thousand Lights, Chennai, Tamil Nadu	India	ஈஸ்டர்ன் ஐடி பிரைவேட் லிமிடெட்	##32, Chennai, தமிழ்நாடு	India
S1-707471734	S3-770182722	Source 3	Eastern It Private Limited	32, Aziz Mulk I Street, Thousand Lights, Chennai, Tamil Nadu	India	ஈஸ்டர்ன் ஐடி பிரைவேட் லிமிடெட்	##32, Chennai, தமிழ்நாடு	India
S1-707471734	S3-462894505	Source 3	Eastern It Private Limited	32, Aziz Mulk I Street, Thousand Lights, Chennai, Tamil Nadu	India	ஈஸ்டர்ன் ஐடி பிரைவேட் லிமிடெட்	##32, Chennai, TN	India
S1-500543081	S2-975435053	Source 2	Suryaika Infotech Private Limited	Mumbai, Maharashtra, Mumbai City, 09 Anjaneshwar Soc., Tejpal Sch. Road No. 3 Vile Parle East	India	suryaikainfotech.com	09  ANJANESHWAR SOC., TEJPAL SCH. ROAD NO. 3 VILE PARLE EAST, MUMBAI, Maharashtra	India
S1-508267230	S2-592278532	Source 2	Fortune Engineering Private Limited	No. 21, Mes Road Muthyal Nagar, Bangalore North, Bangalore, Karnataka	India	ಫಾರ್ಚೂನ್ ಇಂಜಿನಿಯರಿಂಗ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್	NO 21, ಕರ್ನಾಟಕ, BANGALORE, MES ROAD MUTHYAL NAGAR, BANGALORE NORTH	India
S1-508267230	S3-127026895	Source 3	Fortune Engineering Private Limited	No. 21, Mes Road Muthyal Nagar, Bangalore North, Bangalore, Karnataka	India	fortuneengineering.com	#21, Bangalore North, Bangalore, KA	India
S1-774848541	S3-36254598	Source 3	Coastal Center	4914 Cayman Street, Sioux Falls, SD	US	coastalcenter.com	4914 Caman St, Sioux Falls, South Dakota	US
S1-409817554	S2-714242260	Source 2	Super Producer Pvt Ltd	Flat No.401, New Life Building, Opp: T.B .Hospital Sanjeeva Reddy Nagar, Hyderabad, Telangana	India	Super Pvt Ltd Services	D/401 , NEW LIFE BUILDING, OPP: T.B .HOSPITAL SANJEEVA REDDY NAGAR, HYDERABAD, Telangana	India
S1-409817554	S2-606160947	Source 2	Super Producer Pvt Ltd	Flat No.401, New Life Building, Opp: T.B .Hospital Sanjeeva Reddy Nagar, Hyderabad, Telangana	India	సూపర్ ప్రొడ్యూసర్ ప్రైవేట్ లిమిటెడ్	NO D/401, NEW LIFE BUILDING, OPP: T.B .HOSPITAL SANJEEVA REDDY NAGAR, HYDERABAD CITY REGION, HYDERABAD, Telangana	India
S1-747438578	S3-217729413	Source 3	Mann Partners, Inc	UT, Draper City (sl Co), 1754 Lone Oak Drive	US	Tavojax	PMB 8202, Utah, Draper City (Sl Co), 1754 Lone Oak Drive	US
S1-747438578	S2-227868470	Source 2	Mann Partners, Inc	UT, Draper City (sl Co), 1754 Lone Oak Drive	US	MANNPARTNERS.COM	1754 LONE OAK DRIVE, DRAPER CITY (SL CO), UT	US
S1-901444621	S3-262477760	Source 3	Ace Dynamic Molecular L.L.C.	2161 Dusty Lane, Tucson, AZ	US	acedynamicmolecular.com	Tucson, #2161 Dusty Lane, Arizona, N/A	US
S1-578433980	S3-869648587	Source 3	UB Tobacco Private Limited	Fl-112, Vinaydeep Appartme, Unit-Ii, Bhubaneswar, Khordha, Orissa	India	ubtobacco.com	Fl-112, Bhubaneswar, Khordha, ଓଡ଼ିଶା	India
S1-422217931	S2-704489936	Source 2	Surya Golden Enterprises Private Limited	B 251 Grand Paradikemps Corner, Mumbai, Maharashtra	India	सूर्य गोल्डन एंटरप्राइजेज प्राइवेट लिमिटेड	BOMBAY, B D/251 GRAND PARADIKEMPS CORNER, MUMBAI, Maharashtra	India
S1-775746787	S3-772474363	Source 3	North Industries Private Limited	Iv/928, Chotta Chippiwara Chawri Bazar, Delhi	India	northindustries.com	Iv/928, Delhi, Chotta Chippiwara Chawri Bazar, DL	India
S1-775746787	S2-874026038	Source 2	North Industries Private Limited	Iv/928, Chotta Chippiwara Chawri Bazar, Delhi	India	नॉर्थ इंडस्ट्रीज प्राइवेट लिमिटेड	PLOT 991 IV/928, NEW DELHI, DELHI	India
S1-739576263	S2-999050005	Source 2	Jwala Infraventures Limited	#18 Anand Building, Opp Aes School Shed1 Kg Halli Jalahalli West, Bangalore, Karnataka	India	Services Jwala Limited	#018 ANAND BTILDING, BANGALORE, ಕರ್ನಾಟಕ	India
S1-100545494	S3-239274229	Source 3	Hale & Cruz LLC	802 Main Street, Anamosa, IA	US	Hale & Crúz LLC	802 Main St, Iowa, Anamosa	US
S1-230957344	S3-419520694	Source 3	Indore Bliss	Office No.516, Apollo Creation, Near Vijay Nagar Square, Sheetal Nagar, Indore, Madhya Pradesh	India	Tavoecto Co	Indore, Apollo Creation, Near Vijay Nagar Square, Sheetal Nagar, Indore, Office No.516, Madhya Pradesh	India
S1-93857692	S3-37207452	Source 3	Avail Wellness Private Limited	Msmr House 48 Perumal Street, Kovilpatti, Thoothukudi, Tamil Nadu	India	Avail Wéllness Private Limited	Thoothukudi, TN, Kovilpatti, Msmr House 48 Perumal Street	India
S1-719223964	S3-287035173	Source 3	Heritage Federation	1601 Sunken Road, Fredericksburg City, VA	US	Heritage Féderation (Corp)		US
S1-874412035	S3-582793841	Source 3	Dronagiri Medical Centre	Varanasi, Uttar Pradesh, Varanasi, C/O Vinit Singh A No 1066 Chandrama Nagar Colony Kanwada	India	-- cdmedica1.com	C/o Vinit Singh A No 1066 Chanrama Nagar Colony Kanwada, Varanasi, UP	India
S1-437253658	S3-825245736	Source 3	Future Sree Developers Private Limited	Bihar, Rasulpur, Dumra, Sitamarhi, C/O Shiv Devi, Dumra, Sitamarhi	India	फ्यूचर श्री डेवलपर्स प्राइवेट लिमिटेड	C/o Shiv Devi, Sitamarhi, Dumra, BR	India
S1-437253658	S3-448782065	Source 3	Future Sree Developers Private Limited	Bihar, Rasulpur, Dumra, Sitamarhi, C/O Shiv Devi, Dumra, Sitamarhi	India	फ्यूचर श्री डेवलपर्स प्राइवेट लिमिटेड	C/o Shiv Devi, Rasulpur, Dumra, Sitamarhi, Dumra, Sitamarhi, BR	India
S1-437253658	S2-437763946	Source 2	Future Sree Developers Private Limited	Bihar, Rasulpur, Dumra, Sitamarhi, C/O Shiv Devi, Dumra, Sitamarhi	India	फ्यूचर श्री डेवलपर्स प्राइवेट लिमिटेड	C/O SHIV DEVI, SITAMARHI, Bihar, DUMRA, RASULPUR, DUMRA, SITAMARHI	India
S1-437253658	S2-134952464	Source 2	Future Sree Developers Private Limited	Bihar, Rasulpur, Dumra, Sitamarhi, C/O Shiv Devi, Dumra, Sitamarhi	India	फ्यूचर श्री डेवलपर्स प्राइवेट लिमिटेड	C/O SHIV DEVI, RASULPUR, DUMRA, SITAMARHI, DUMRA, SITAMARHI, Bihar	India
S1-999043072	S2-708479023	Source 2	Global Infotech Private Limited	31/1, Chhatawalla Gulee 2Nd Floor, Room No.-203, Kolkata, Kolkata, Howrah, West Bengal	India	গ্লোবাল ইনফোটেক প্রাইভেট লিমিটেড	West Bengal, HOWRAH, KOLKATA, 31/1	India
S1-861067626	S2-617009801	Source 2	Tejam Trading Private Limited	Mumbai City, 202, Maharashtra, 2Nd Flr, Embassy Chambers, 3Rd Road, Opp Simran Plaza, Khar (West), Mumbai	India	Tejam Prívate Trading Limited	202, 2ND FLR, EMBASSY CHAMBERS, 3RD ROAD, OPP SIMRAN PLAZA, KHAR (WEST), MUMBAI, महाराष्ट्र	India
S1-702127037	S3-871383075	Source 3	Prime Consulting Private Limited	39 Gadaipurmehrauli, New Delhi, South Delhi, Delhi	India	प्राइम कंसल्टिंग प्राइवेट लिमिटेड	New Delhi, DL, South Delhi, Door No 39 Gadaipurmehrauli	India
S1-621735101	S2-657498146	Source 2	Getwell Producer LLP	Plot No. 2, Survey No 173, Ahmedabad Mehsana Highway, Kadi, Mahesana, Gujarat	India	Getwell LLP Services	Gujarat, DOOR NO 751 20, SURVEY NO 173, AHMEDABAD MEHSANA HIGHWAY, KADI	India
S1-966027321	S3-472664232	Source 3	Probst & Duran Newhold LLC	Boston, 31 Floyd Street, MA	US	dprobst.com	31 Floyd St, Dorchester Center, Massachusetts	US
S1-966027321	S2-4379937	Source 2	Probst & Duran Newhold LLC	Boston, 31 Floyd Street, MA	US	NYLADREX	31D FLOYD STREET, BOSTON, MA	US
S1-756886721	S3-452811748	Source 3	Kriya Holdings	Orissa, Jobra, Geeta Memorial Hospitalgmhatdasasahi, Cuttack	India	Fluxaria	Cuttack, Jobra, Orissa, Geeta Memorial Hospitalgmhatdasasahi	India
S1-756886721	S2-212726025	Source 2	Kriya Holdings	Orissa, Jobra, Geeta Memorial Hospitalgmhatdasasahi, Cuttack	India	KIDRYA HOLDINGS	CUTTACK, JOBRA, GEETA MEMORIAL HOSPITALGMHATDASASLHI, Orissa	India
S1-482634502	S3-207257543	Source 3	Vought Cardiology L.L.C.	1801 59th Terrace, Topeka, KS	US	Vought L.L.C. Services	1801 59rd Terrace, PO Box 4223, Topeka CITY, Kansas	US
S1-842571971	S2-461300702	Source 2	Kameshwar & Co	D-173, Okhla Industrial Area, Okhla Industrial Estate, New Delhi, South Delhi, Delhi	India	Kamehswfr & Co	Delhi, D-173, OKHLA INDUSTRIAL AREA, OKHLA INDUSTRIAL ESTATE, NEW DELHI	India
S1-309551425	S3-473191465	Source 3	Bapa Creator Limited	Chamber No. 2, Ff, G-1, Harimandir Complex, New Moti Nagar, New Delhi, West Delhi, Delhi	India	bapacreator.com	DL, Chamber No. 3, West Delhi, New Delhi	India
S1-822780661	S2-486433708	Source 2	Rev It Up Nails	110 S A Street, Gas City, IN	US	revitup.com	110 SOUTH A ST, GAS CITY, IN	US
S1-822780661	S3-110266579	Source 3	Rev It Up Nails	110 S A Street, Gas City, IN	US	Up It Rev Nhils	11 S A Street, GAS CTY, Indiana	US
S1-744710348	S3-626536979	Source 3	United Consulting Private Limited	C 411 E, 1St Floor, Sushant Lok, Phase-1, Dlf Qe, Gurgaon, Haryana	India	United Consnulsgog Private  Limited	C 411/4 E, Dlf Qe, Gurgaon, HR	India
S1-391664892	S3-260917600	Source 3	City Technologies Private Limited	H. No. 1142, Gandhi Colony, Rajpura, Patiala, Punjab	India	ਸਿਟੀ ਟੈਕਨਾਲੋਜੀਜ਼ ਪ੍ਰਾਈਵੇਟ ਲਿਮਟਿਡ	054, Rajpura, Patiala, PB	India
S1-391664892	S3-841672111	Source 3	City Technologies Private Limited	H. No. 1142, Gandhi Colony, Rajpura, Patiala, Punjab	India	ਸਿਟੀ ਟੈਕਨਾਲੋਜੀਜ਼ ਪ੍ਰਾਈਵੇਟ ਲਿਮਟਿਡ	054, Rajpura, PB	India
S1-115251266	S2-162506576	Source 2	Skilled Solutions (India) Limited	H.No. 1325, Matond Tal-Vengurla Matond, Vengurla, Sindhudurg, Maharashtra	India	M/s skilledsolutionsindia.com	DOOR NO 325 , MATOND TAL-VENGURLA MATOND, VENGURLA, महाराष्ट्र	India
S1-156011256	S2-529776482	Source 2	Maa Ventures Pvt Ltd	Hno 114, Rajendra, Ward No 1, Jabalpur, Sihora, Katni, Madhya Pradesh	India	Pvt Maa Vegsnr Ltd	SIHORA, KATNI, RAJENDRA, WARD NO 1, JABALPUR, मध्य प्रदेश, HNO 114	India
S1-156011256	S2-139194535	Source 2	Maa Ventures Pvt Ltd	Hno 114, Rajendra, Ward No 1, Jabalpur, Sihora, Katni, Madhya Pradesh	India	मां वेंचर्स प्रा. लि.	114, SIHORA, KATNI, मध्य प्रदेश	India
S1-230252069	S3-679306451	Source 3	Atchley Communications LLC	212 Equestrian Drive, Waxahachie, TX	US	Kelosollum	Texas, ##212 Equestrian Dr, Waxahachie	US
S1-719506631	S3-345028717	Source 3	Balaji Business Pvt Ltd	7, Prabhu Mansion, Apt G2 3Rd Cross, Ist Main, Basaveshwar Nagar, Bengaluru, Bangalore, Karnataka	India	Balaji Pvt Ltd  Service	7, Bengaluru, Bangalore, KA	India
S1-451731570	S2-294221614	Source 2	International Finance Private Limited	# 1-3-53, Hyderabad, General Bazar, Telangana, Sunderabad	India	ఇంటర్నేషనల్ ఫైనాన్స్ ప్రైవేట్ లిమిటెడ్	DOOR NO B3/1-3-53, GENERAL BAZAR, SUNDERABAD, HYDERABAD, Telangana	India
S1-451731570	S3-330201065	Source 3	International Finance Private Limited	# 1-3-53, Hyderabad, General Bazar, Telangana, Sunderabad	India	ఇంటర్నేషనల్ ఫైనాన్స్ ప్రైవేట్ లిమిటెడ్	# #1-3-53, General Bazar, Sunderabad, Hyderabad, TG	India
S1-451731570	S3-212661279	Source 3	International Finance Private Limited	# 1-3-53, Hyderabad, General Bazar, Telangana, Sunderabad	India	International Private Private Limited (Services)	#1-3-53, Sunderabad, Hyderabad, TG	India
S1-451731570	S3-896641674	Source 3	International Finance Private Limited	# 1-3-53, Hyderabad, General Bazar, Telangana, Sunderabad	India	ఇంటర్నేషనల్ ఫైనాన్స్ ప్రైవేట్ లిమిటెడ్	No #1-3-53, General Bazar, Hyderabad, Sunderabad, TG	India
S1-44757147	S3-620543402	Source 3	Yaha Farmers Pvt Ltd	15/240-G, Civil Lines, Kanpur, Kanpur, Uttar Pradesh	India	Yaha Fcebes Pvt Ltd	Kanpur, Civil Lines, Kanpur, Kanpur, UP, 15/240-G	India
S1-44757147	S3-204557887	Source 3	Yaha Farmers Pvt Ltd	15/240-G, Civil Lines, Kanpur, Kanpur, Uttar Pradesh	India	Ltd Yaha Pvt Service	Kanpur, UP, 15/240-G, Kanpur	India
S1-768204789	S3-413600763	Source 3	Services Shree Consumer Private Limited	No 354/4, Kh No 710/621A, Akshayanagar, Begur, Bangalore, Karnataka	India	servicesshreeconsumer.com	No 354/4, Bangalore, KA	India
S1-36093778	S2-824360188	Source 2	Drashti Cold Private Limited	Hyderabad, 10-2-124 & 137A, Telangana, West Maredpally, Flat No: 4A, Plot-52, 4Th Floor, Orchid Villa, Street No.6, Lane-2, Nehru, Nagar	India	Drashti Private Co1d Limited - 7276690074	NO 10-2-124 & 137A, FLAT NO: 4A, PLOT-52, 4TH FLOOR, ORCHID VILLA, STREET NO.6, LANE-2, NEHRU, NAGAR, WEST MAREDPALLY, Telangana	India
S1-116627641	S3-446020100	Source 3	Real Services LLP	Kiran Apartment H.B.Town Rd No.3 Sodepur, North 24 Pgs, Kolkata, Kolkata, Howrah, West Bengal	India	রিয়েল সার্ভিসেস এলএলপি	Howrah, Kolkata, Kiran Apartment H.b.town Rd No.##3 Sodepur, WB	India
S1-552051009	S2-934642893	Source 2	RH Atlas	6101 8th Street, Midwest City, OK	US	RH At1as	OKLAHOMA CITY CDP, OK, 6101 8TH ST	US
S1-409071379	S2-549833619	Source 2	KA Motels Private Limited	#60, Kno-377, Ferns Residency K. Narayanapura, Bangalore, Karnataka	India	KA MNOES PRIVATE  LIMITED	Karnataka, #60, KNO-377, FERNS RESIDENCY K. NARAYANAPURA, BANGALORE	India
S1-347673275	S3-985043409	Source 3	Dova Tri-State State	Oakwood, Unit 3, OH, 26240 Broadway Avenue	US	DTS	26240 Broadway Avenue, Unit 3, Oakwood, OH	US
S1-349943591	S3-814086248	Source 3	Raviora Employability Limited	H.No.8-3-234/1, 2Nd Floor, L.N.Nagar, Yousufguda, Hyderabad, Telangana	India	Raviora Emmlyoabliity (Limited)	Doro No 8-3-234/1, 2Nd Floor, L.n.nagar, Yousufguda, Hyderabad, Andhra Pradesh	India
S1-475972747	S3-622212062	Source 3	Maa Solutions Company	1/89 Naktala, Kolkata, Calcutta, West Bengal	India	Maa  Soluitans Company	H.no /89 Naktala, Garia, WB, Kolkata	India
S1-475972747	S3-727630901	Source 3	Maa Solutions Company	1/89 Naktala, Kolkata, Calcutta, West Bengal	India	Sri Maa Company-Center	#/89 Naktala, Calcutta, Garia, পশ্চিমবঙ্গ	India
S1-464812938	S3-944401110	Source 3	Rajpura Export Private Limited	Flat No 220 Aks2 Babat, Rajpura, Punjab, Zirakpur Rajpura, Mohali, Mohali	India	rajpuraexportprivate.com	220 Aks2 Babat, Zirakpur Rajpura, Mohali, Zirakpur, Mohali, PB	India
S1-627921423	S3-770692568	Source 3	Asian Advisors	Tc No.3715(1), Near Technopark Phase-I, Thiruvananthapuram, Thiruvananthapuram, Trivandrum, Kerala	India	Asian Ádvisors	കേരളം, Near Technopark Phase-i, Thiruvananthapuram, Trivandrum, 97 Tc No.3715(1)	India
S1-627921423	S3-907654990	Source 3	Asian Advisors	Tc No.3715(1), Near Technopark Phase-I, Thiruvananthapuram, Thiruvananthapuram, Trivandrum, Kerala	India	Asian  Avhisrs	No. 97 Tc No.3715(1), Trivandrum, KL	India
S1-118198262	S3-135631644	Source 3	Future Products Limited	Calcutta, West Bengal, Kolkata, 4/1A Dr Shyama Das Row	India	futureproducts.com	4/1A. Dr Shyama Das Row, WB, Kolkata, Calcutta	India
S1-118198262	S2-615813343	Source 2	Future Products Limited	Calcutta, West Bengal, Kolkata, 4/1A Dr Shyama Das Row	India	FUTURE LIMITED CENTER Enterprises		India
S1-907413636	S3-444613781	Source 3	Bureau of Finance	11330 Washington Highway, Hanover County, VA	US	Bureau of Partners	Virginia, Glen Allen, 11330 Washington Highway	US
S1-235219989	S3-543716397	Source 3	Jones's Tattoo	Carlisle, MA, 49 Milne Cove Road	US	Jones's Táttoo	49 Milne Cove Road, Carlisle, Massachusetts	US
S1-743030178	S3-925535014	Source 3	Apex It Private Limited	1St Floor, 7/32/6/1 Barada Basak Street Baranagar, Kolkata, Parganas North, West Bengal	India	অ্যাপেক্স আইটি প্রাইভেট লিমিটেড	Door No 1St Floor, Kolkata, Parganas North, WB	India
S1-743030178	S2-376234399	Source 2	Apex It Private Limited	1St Floor, 7/32/6/1 Barada Basak Street Baranagar, Kolkata, Parganas North, West Bengal	India	অ্যাপেক্স আইটি প্রাইভেট লিমিটেড	West Bengal, 1ST FLOOR, KOLKATA, PARGANAS NORTH	India
S1-958314896	S3-622467613	Source 3	Sai Software Private Limited	No. 71, Xv Cross, Malleshwarm, Bangalore-3., Bangalore, Karnataka	India	ಸಾಯಿ ಸಾಫ್ಟ್‌ವೇರ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್	No 7-1, Bangalore-3., Bangalore, KA	India
S1-915475076	S3-13978286	Source 3	International Management Pvt Ltd	11/818, Manas Nagar Bara, Rewa, Madhya Pradesh	India	International Manaement Pvt Ltd	11/818, Rewa, Manas Nagar Bara, MP, Rewa	India
S1-819966462	S3-149143737	Source 3	R M & E Renewables P.C.	3451 46, NY, Hopewell	US	Zephorbidrex	3451 1/2 46, Canandaigua, New York	US
